Report Date,Variant,Greek Letter Name,Health District,Region Name,Number of Infections,Number of Hospitalizations,Number of Deaths
08/06/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
08/06/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,70,2,0
08/06/2021,P.1,Gamma,New River,Southwest,0,0,0
08/06/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,283,20,3
08/06/2021,P.1,Gamma,West Piedmont,Southwest,5,3,0
08/06/2021,B.1.617.2,Delta,Chesterfield,Central,30,0,0
08/06/2021,P.1,Gamma,Loudoun,Northern,13,0,0
08/06/2021,B.1.351,Beta,Arlington,Northern,0,0,0
08/06/2021,B.1.1.7,Alpha,Hampton,Eastern,40,0,0
08/06/2021,B.1.617.2,Delta,Henrico,Central,44,4,1
08/06/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
08/06/2021,B.1.1.7,Alpha,Prince William,Northern,107,2,1
08/06/2021,B.1.1.7,Alpha,Richmond,Central,69,6,1
08/06/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
08/06/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
08/06/2021,B.1.1.7,Alpha,Southside,Central,15,0,0
08/06/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,3,0,0
08/06/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
08/06/2021,B.1.617.2,Delta,Norfolk,Eastern,6,0,0
08/06/2021,B.1.351,Beta,New River,Southwest,1,0,0
08/06/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,8,0,0
08/06/2021,B.1.617.2,Delta,Piedmont,Central,4,0,0
08/06/2021,B.1.617.2,Delta,Eastern Shore,Eastern,3,0,1
08/06/2021,B.1.1.7,Alpha,Piedmont,Central,58,5,0
08/06/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,2,0,0
08/06/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
08/06/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
08/06/2021,B.1.351,Beta,Crater,Central,4,1,0
08/06/2021,B.1.1.7,Alpha,Chesapeake,Eastern,93,2,2
08/06/2021,B.1.617.2,Delta,Three Rivers,Eastern,6,0,0
08/06/2021,B.1.617.2,Delta,Rappahannock,Northwest,14,2,0
08/06/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
08/06/2021,B.1.617.2,Delta,West Piedmont,Southwest,12,2,0
08/06/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,22,0,0
08/06/2021,B.1.617.2,Delta,Lenowisco,Southwest,1,0,0
08/06/2021,B.1.351,Beta,Central Shenandoah,Northwest,1,0,0
08/06/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
08/06/2021,B.1.1.7,Alpha,Lenowisco,Southwest,21,2,0
08/06/2021,B.1.617.2,Delta,Southside,Central,1,0,0
08/06/2021,P.1,Gamma,Southside,Central,1,0,0
08/06/2021,P.1,Gamma,Chickahominy,Central,0,0,0
08/06/2021,P.1,Gamma,Crater,Central,0,0,0
08/06/2021,B.1.1.7,Alpha,Fairfax,Northern,242,7,1
08/06/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,29,4,0
08/06/2021,B.1.1.7,Alpha,Arlington,Northern,75,3,0
08/06/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
08/06/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
08/06/2021,P.1,Gamma,Henrico,Central,3,0,0
08/06/2021,B.1.351,Beta,Blue Ridge,Northwest,3,0,0
08/06/2021,B.1.617.2,Delta,Arlington,Northern,9,0,0
08/06/2021,P.1,Gamma,Central Shenandoah,Northwest,1,0,0
08/06/2021,P.1,Gamma,Alexandria,Northern,2,0,0
08/06/2021,B.1.617.2,Delta,Alleghany,Southwest,20,3,0
08/06/2021,B.1.617.2,Delta,Roanoke,Southwest,11,1,0
08/06/2021,P.1,Gamma,Roanoke,Southwest,7,1,0
08/06/2021,B.1.351,Beta,Chesapeake,Eastern,16,1,1
08/06/2021,P.1,Gamma,Three Rivers,Eastern,1,1,1
08/06/2021,B.1.1.7,Alpha,Chesterfield,Central,133,5,1
08/06/2021,P.1,Gamma,Mount Rogers,Southwest,3,0,0
08/06/2021,B.1.1.7,Alpha,Alexandria,Northern,46,1,0
08/06/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,59,2,0
08/06/2021,P.1,Gamma,Alleghany,Southwest,7,0,0
08/06/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
08/06/2021,B.1.617.2,Delta,Crater,Central,15,0,0
08/13/2021,B.1.617.2,Delta,Hampton,Eastern,18,1,0
08/13/2021,B.1.351,Beta,Chesterfield,Central,5,0,0
08/13/2021,P.1,Gamma,Arlington,Northern,3,0,0
08/13/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,77,1,1
08/13/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
08/13/2021,P.1,Gamma,Central Virginia,Southwest,5,0,0
08/13/2021,B.1.1.7,Alpha,Alleghany,Southwest,106,9,2
08/13/2021,B.1.617.2,Delta,Western Tidewater,Eastern,16,1,0
08/13/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
08/13/2021,P.1,Gamma,Piedmont,Central,1,0,0
08/13/2021,P.1,Gamma,Chesterfield,Central,3,0,0
08/13/2021,B.1.1.7,Alpha,Three Rivers,Eastern,29,2,0
08/13/2021,P.1,Gamma,Eastern Shore,Eastern,1,0,0
08/13/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,20,0,0
08/13/2021,P.1,Gamma,Norfolk,Eastern,6,0,0
08/13/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,120,8,3
08/13/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
08/13/2021,B.1.617.2,Delta,Mount Rogers,Southwest,22,2,0
08/13/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,12,1,0
08/13/2021,B.1.617.2,Delta,Blue Ridge,Northwest,64,2,0
08/13/2021,B.1.617.2,Delta,Fairfax,Northern,62,2,0
08/13/2021,B.1.1.7,Alpha,Peninsula,Eastern,115,5,3
08/13/2021,P.1,Gamma,Richmond,Central,2,1,0
08/13/2021,B.1.1.7,Alpha,New River,Southwest,134,5,0
08/13/2021,B.1.351,Beta,Piedmont,Central,4,0,1
08/13/2021,P.1,Gamma,Virginia Beach,Eastern,10,1,0
08/13/2021,B.1.1.7,Alpha,Henrico,Central,123,4,3
08/13/2021,P.1,Gamma,Lord Fairfax,Northwest,3,1,0
08/13/2021,B.1.617.2,Delta,New River,Southwest,14,2,1
08/13/2021,P.1,Gamma,Blue Ridge,Northwest,20,1,0
08/13/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
08/13/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
08/13/2021,B.1.351,Beta,Prince William,Northern,3,1,0
08/13/2021,B.1.1.7,Alpha,Rappahannock,Northwest,110,7,3
08/13/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,272,23,3
08/13/2021,B.1.617.2,Delta,Virginia Beach,Eastern,33,0,0
08/13/2021,B.1.617.2,Delta,Portsmouth,Eastern,16,0,1
08/13/2021,B.1.617.2,Delta,Alexandria,Northern,29,0,0
08/13/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
08/13/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
08/13/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
08/13/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,91,2,1
08/13/2021,B.1.1.7,Alpha,Norfolk,Eastern,49,4,2
08/13/2021,B.1.1.7,Alpha,Roanoke,Southwest,47,8,1
08/13/2021,P.1,Gamma,Fairfax,Northern,10,1,0
08/13/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
08/13/2021,B.1.1.7,Alpha,Crater,Central,83,7,1
08/13/2021,B.1.1.7,Alpha,Chickahominy,Central,69,0,1
08/13/2021,B.1.617.2,Delta,Chickahominy,Central,14,0,0
08/13/2021,P.1,Gamma,Rappahannock,Northwest,3,0,0
08/13/2021,B.1.351,Beta,Henrico,Central,2,0,0
08/13/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,34,2,0
08/13/2021,B.1.617.2,Delta,Chesapeake,Eastern,25,1,0
08/13/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
08/13/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
08/13/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,70,2,0
08/13/2021,P.1,Gamma,New River,Southwest,0,0,0
08/13/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,284,20,3
08/13/2021,P.1,Gamma,West Piedmont,Southwest,5,3,0
08/13/2021,B.1.617.2,Delta,Chesterfield,Central,50,0,0
08/13/2021,P.1,Gamma,Loudoun,Northern,13,0,0
08/13/2021,B.1.351,Beta,Arlington,Northern,0,0,0
08/13/2021,B.1.1.7,Alpha,Hampton,Eastern,40,0,0
08/13/2021,B.1.617.2,Delta,Henrico,Central,55,4,1
08/13/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
08/13/2021,B.1.1.7,Alpha,Prince William,Northern,107,2,1
08/13/2021,B.1.1.7,Alpha,Richmond,Central,69,6,1
08/13/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
08/13/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
08/13/2021,B.1.1.7,Alpha,Southside,Central,15,0,0
08/13/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,5,1,0
08/13/2021,B.1.1.7,Alpha,Arlington,Northern,76,3,0
08/13/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
08/13/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
08/13/2021,P.1,Gamma,Henrico,Central,3,0,0
08/13/2021,B.1.351,Beta,Blue Ridge,Northwest,3,0,0
08/13/2021,B.1.617.2,Delta,Arlington,Northern,17,0,0
08/13/2021,P.1,Gamma,Central Shenandoah,Northwest,1,0,0
08/13/2021,P.1,Gamma,Alexandria,Northern,2,0,0
08/13/2021,B.1.617.2,Delta,Alleghany,Southwest,43,3,1
08/13/2021,B.1.617.2,Delta,Roanoke,Southwest,27,1,0
08/13/2021,P.1,Gamma,Roanoke,Southwest,7,1,0
08/13/2021,B.1.351,Beta,Chesapeake,Eastern,16,1,1
08/13/2021,P.1,Gamma,Three Rivers,Eastern,1,1,1
08/13/2021,B.1.1.7,Alpha,Chesterfield,Central,133,5,1
08/13/2021,P.1,Gamma,Mount Rogers,Southwest,3,0,0
08/13/2021,B.1.1.7,Alpha,Alexandria,Northern,46,1,0
08/13/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,59,2,0
08/13/2021,P.1,Gamma,Alleghany,Southwest,7,0,0
08/13/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
08/13/2021,B.1.617.2,Delta,Crater,Central,27,0,0
08/13/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,20,2,1
08/13/2021,P.1,Gamma,Hampton,Eastern,3,0,0
08/13/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
08/13/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
08/13/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
08/13/2021,P.1,Gamma,Chesapeake,Eastern,12,3,1
08/13/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,0,0,0
08/13/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
08/13/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
08/13/2021,B.1.617.2,Delta,Loudoun,Northern,26,0,0
08/13/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
08/13/2021,B.1.617.2,Delta,Richmond,Central,22,2,1
08/13/2021,B.1.351,Beta,Southside,Central,0,0,0
08/13/2021,P.1,Gamma,Prince William,Northern,7,0,0
08/13/2021,B.1.617.2,Delta,Peninsula,Eastern,15,0,0
08/13/2021,P.1,Gamma,Peninsula,Eastern,7,0,0
08/13/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
08/13/2021,B.1.351,Beta,Richmond,Central,2,0,0
08/13/2021,B.1.617.2,Delta,Prince William,Northern,40,1,0
08/13/2021,B.1.617.2,Delta,Central Virginia,Southwest,32,3,0
08/13/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
08/13/2021,B.1.1.7,Alpha,West Piedmont,Southwest,53,15,2
08/13/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
08/13/2021,B.1.617.2,Delta,Norfolk,Eastern,12,1,0
08/13/2021,B.1.351,Beta,New River,Southwest,1,0,0
08/13/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,8,0,0
08/13/2021,B.1.617.2,Delta,Piedmont,Central,8,0,0
08/13/2021,B.1.617.2,Delta,Eastern Shore,Eastern,7,0,1
08/13/2021,B.1.1.7,Alpha,Piedmont,Central,59,5,0
08/13/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,2,0,0
08/13/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
08/13/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
08/13/2021,B.1.351,Beta,Crater,Central,4,1,0
08/13/2021,B.1.1.7,Alpha,Chesapeake,Eastern,93,2,2
08/13/2021,B.1.617.2,Delta,Three Rivers,Eastern,14,0,0
08/13/2021,B.1.617.2,Delta,Rappahannock,Northwest,24,2,0
08/13/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
08/13/2021,B.1.617.2,Delta,West Piedmont,Southwest,18,2,0
08/13/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,27,1,0
08/13/2021,B.1.617.2,Delta,Lenowisco,Southwest,2,0,0
08/13/2021,B.1.351,Beta,Central Shenandoah,Northwest,1,0,0
08/13/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
08/13/2021,B.1.1.7,Alpha,Lenowisco,Southwest,21,2,0
08/13/2021,B.1.617.2,Delta,Southside,Central,6,0,0
08/13/2021,P.1,Gamma,Southside,Central,1,0,0
08/13/2021,P.1,Gamma,Chickahominy,Central,0,0,0
08/13/2021,P.1,Gamma,Crater,Central,0,0,0
08/13/2021,B.1.1.7,Alpha,Fairfax,Northern,242,7,1
08/13/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,29,4,0
08/20/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,44,3,0
08/20/2021,B.1.617.2,Delta,Chesapeake,Eastern,44,1,0
08/20/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
08/20/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
08/20/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,70,2,0
08/20/2021,P.1,Gamma,New River,Southwest,0,0,0
08/20/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,284,21,3
08/20/2021,P.1,Gamma,West Piedmont,Southwest,5,3,0
08/20/2021,B.1.617.2,Delta,Chesterfield,Central,76,0,0
08/20/2021,P.1,Gamma,Loudoun,Northern,13,0,0
08/20/2021,B.1.351,Beta,Arlington,Northern,0,0,0
08/20/2021,B.1.1.7,Alpha,Hampton,Eastern,40,0,0
08/20/2021,B.1.617.2,Delta,Henrico,Central,84,4,1
08/20/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
08/20/2021,B.1.1.7,Alpha,Prince William,Northern,107,2,1
08/20/2021,B.1.1.7,Alpha,Richmond,Central,69,6,1
08/20/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
08/20/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
08/20/2021,B.1.1.7,Alpha,Southside,Central,15,0,0
08/20/2021,P.1,Gamma,Richmond,Central,2,1,0
08/20/2021,B.1.1.7,Alpha,New River,Southwest,134,5,0
08/20/2021,B.1.351,Beta,Piedmont,Central,4,0,1
08/20/2021,P.1,Gamma,Virginia Beach,Eastern,10,1,0
08/20/2021,B.1.1.7,Alpha,Henrico,Central,125,4,3
08/20/2021,P.1,Gamma,Lord Fairfax,Northwest,3,1,0
08/20/2021,B.1.617.2,Delta,New River,Southwest,29,3,1
08/20/2021,P.1,Gamma,Blue Ridge,Northwest,20,1,0
08/20/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
08/20/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
08/20/2021,B.1.351,Beta,Prince William,Northern,3,1,0
08/20/2021,B.1.1.7,Alpha,Rappahannock,Northwest,110,7,3
08/20/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,272,23,3
08/20/2021,B.1.617.2,Delta,Virginia Beach,Eastern,68,0,0
08/20/2021,B.1.617.2,Delta,Portsmouth,Eastern,25,1,1
08/20/2021,B.1.617.2,Delta,Alexandria,Northern,34,0,0
08/20/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
08/20/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
08/20/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
08/20/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,91,2,1
08/20/2021,B.1.1.7,Alpha,Norfolk,Eastern,49,4,2
08/20/2021,B.1.1.7,Alpha,Roanoke,Southwest,47,8,1
08/20/2021,P.1,Gamma,Fairfax,Northern,11,1,0
08/20/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
08/20/2021,B.1.1.7,Alpha,Crater,Central,83,7,1
08/20/2021,B.1.1.7,Alpha,Chickahominy,Central,69,0,1
08/20/2021,B.1.617.2,Delta,Chickahominy,Central,34,1,0
08/20/2021,P.1,Gamma,Rappahannock,Northwest,3,0,0
08/20/2021,B.1.351,Beta,Henrico,Central,2,0,0
08/20/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,20,2,1
08/20/2021,P.1,Gamma,Hampton,Eastern,3,0,0
08/20/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
08/20/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
08/20/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
08/20/2021,P.1,Gamma,Chesapeake,Eastern,12,3,1
08/20/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,0,0,0
08/20/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
08/20/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
08/20/2021,B.1.617.2,Delta,Loudoun,Northern,50,3,0
08/20/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
08/20/2021,B.1.617.2,Delta,Richmond,Central,40,3,1
08/20/2021,B.1.351,Beta,Southside,Central,0,0,0
08/20/2021,P.1,Gamma,Prince William,Northern,7,0,0
08/20/2021,B.1.617.2,Delta,Peninsula,Eastern,30,0,0
08/20/2021,P.1,Gamma,Peninsula,Eastern,8,0,1
08/20/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
08/20/2021,B.1.351,Beta,Richmond,Central,2,0,0
08/20/2021,B.1.617.2,Delta,Prince William,Northern,69,2,0
08/20/2021,B.1.617.2,Delta,Central Virginia,Southwest,65,3,0
08/20/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
08/20/2021,B.1.1.7,Alpha,West Piedmont,Southwest,53,15,2
08/20/2021,B.1.617.2,Delta,Southside,Central,7,1,0
08/20/2021,P.1,Gamma,Southside,Central,1,0,0
08/20/2021,P.1,Gamma,Chickahominy,Central,0,0,0
08/20/2021,P.1,Gamma,Crater,Central,0,0,0
08/20/2021,B.1.1.7,Alpha,Fairfax,Northern,243,7,1
08/20/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,29,4,0
08/20/2021,B.1.1.7,Alpha,Arlington,Northern,77,3,0
08/20/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
08/20/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
08/20/2021,P.1,Gamma,Henrico,Central,4,0,0
08/20/2021,B.1.351,Beta,Blue Ridge,Northwest,3,0,0
08/20/2021,B.1.617.2,Delta,Arlington,Northern,27,0,0
08/20/2021,P.1,Gamma,Central Shenandoah,Northwest,2,0,0
08/20/2021,P.1,Gamma,Alexandria,Northern,3,0,0
08/20/2021,B.1.617.2,Delta,Alleghany,Southwest,67,4,1
08/20/2021,B.1.617.2,Delta,Roanoke,Southwest,36,2,0
08/20/2021,P.1,Gamma,Roanoke,Southwest,7,1,0
08/20/2021,B.1.351,Beta,Chesapeake,Eastern,16,1,1
08/20/2021,P.1,Gamma,Three Rivers,Eastern,2,2,1
08/20/2021,B.1.1.7,Alpha,Chesterfield,Central,133,5,1
08/20/2021,P.1,Gamma,Mount Rogers,Southwest,3,0,0
08/20/2021,B.1.1.7,Alpha,Alexandria,Northern,46,1,0
08/20/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,59,2,0
08/20/2021,P.1,Gamma,Alleghany,Southwest,7,0,0
08/20/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
08/20/2021,B.1.617.2,Delta,Crater,Central,37,0,0
08/20/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,5,1,0
08/20/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
08/20/2021,B.1.617.2,Delta,Norfolk,Eastern,21,1,0
08/20/2021,B.1.351,Beta,New River,Southwest,1,0,0
08/20/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,8,0,0
08/20/2021,B.1.617.2,Delta,Piedmont,Central,20,2,1
08/20/2021,B.1.617.2,Delta,Eastern Shore,Eastern,16,1,1
08/20/2021,B.1.1.7,Alpha,Piedmont,Central,59,5,0
08/20/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,2,0,0
08/20/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
08/20/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
08/20/2021,B.1.351,Beta,Crater,Central,4,1,0
08/20/2021,B.1.1.7,Alpha,Chesapeake,Eastern,93,2,2
08/20/2021,B.1.617.2,Delta,Three Rivers,Eastern,29,0,0
08/20/2021,B.1.617.2,Delta,Rappahannock,Northwest,43,2,0
08/20/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
08/20/2021,B.1.617.2,Delta,West Piedmont,Southwest,27,2,0
08/20/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,40,3,0
08/20/2021,B.1.617.2,Delta,Lenowisco,Southwest,3,0,0
08/20/2021,B.1.351,Beta,Central Shenandoah,Northwest,1,0,0
08/20/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
08/20/2021,B.1.1.7,Alpha,Lenowisco,Southwest,21,2,0
08/20/2021,B.1.617.2,Delta,Hampton,Eastern,26,1,0
08/20/2021,B.1.351,Beta,Chesterfield,Central,6,0,0
08/20/2021,P.1,Gamma,Arlington,Northern,3,0,0
08/20/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,77,1,1
08/20/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
08/20/2021,P.1,Gamma,Central Virginia,Southwest,5,0,0
08/20/2021,B.1.1.7,Alpha,Alleghany,Southwest,106,9,2
08/20/2021,B.1.617.2,Delta,Western Tidewater,Eastern,26,1,0
08/20/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
08/20/2021,P.1,Gamma,Piedmont,Central,1,0,0
08/20/2021,P.1,Gamma,Chesterfield,Central,3,0,0
08/20/2021,B.1.1.7,Alpha,Three Rivers,Eastern,29,2,0
08/20/2021,P.1,Gamma,Eastern Shore,Eastern,1,0,0
08/20/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,42,1,1
08/20/2021,P.1,Gamma,Norfolk,Eastern,6,0,0
08/20/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,120,8,3
08/20/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
08/20/2021,B.1.617.2,Delta,Mount Rogers,Southwest,34,3,0
08/20/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,16,1,0
08/20/2021,B.1.617.2,Delta,Blue Ridge,Northwest,114,3,0
08/20/2021,B.1.617.2,Delta,Fairfax,Northern,137,8,0
08/20/2021,B.1.1.7,Alpha,Peninsula,Eastern,115,5,3
08/27/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,20,2,1
08/27/2021,P.1,Gamma,Hampton,Eastern,3,0,0
08/27/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
08/27/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
08/27/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
08/27/2021,P.1,Gamma,Chesapeake,Eastern,12,3,1
08/27/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,0,0,0
08/27/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
08/27/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
08/27/2021,B.1.617.2,Delta,Loudoun,Northern,53,3,0
08/27/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
08/27/2021,B.1.617.2,Delta,Richmond,Central,41,3,1
08/27/2021,B.1.351,Beta,Southside,Central,0,0,0
08/27/2021,P.1,Gamma,Prince William,Northern,7,0,0
08/27/2021,B.1.617.2,Delta,Peninsula,Eastern,31,0,0
08/27/2021,P.1,Gamma,Peninsula,Eastern,8,0,1
08/27/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
08/27/2021,B.1.351,Beta,Richmond,Central,2,0,0
08/27/2021,B.1.617.2,Delta,Prince William,Northern,69,2,0
08/27/2021,B.1.617.2,Delta,Central Virginia,Southwest,65,3,0
08/27/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
08/27/2021,B.1.1.7,Alpha,West Piedmont,Southwest,53,15,2
08/27/2021,B.1.617.2,Delta,Southside,Central,7,1,0
08/27/2021,P.1,Gamma,Southside,Central,1,0,0
08/27/2021,P.1,Gamma,Chickahominy,Central,0,0,0
08/27/2021,P.1,Gamma,Crater,Central,0,0,0
08/27/2021,B.1.1.7,Alpha,Fairfax,Northern,243,7,1
08/27/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,29,4,0
08/27/2021,B.1.1.7,Alpha,Arlington,Northern,77,3,0
08/27/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
08/27/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
08/27/2021,P.1,Gamma,Henrico,Central,4,0,0
08/27/2021,B.1.351,Beta,Blue Ridge,Northwest,3,0,0
08/27/2021,B.1.617.2,Delta,Arlington,Northern,27,0,0
08/27/2021,P.1,Gamma,Central Shenandoah,Northwest,2,0,0
08/27/2021,P.1,Gamma,Alexandria,Northern,2,0,0
08/27/2021,B.1.617.2,Delta,Alleghany,Southwest,68,5,2
08/27/2021,B.1.617.2,Delta,Roanoke,Southwest,36,2,0
08/27/2021,P.1,Gamma,Roanoke,Southwest,7,1,0
08/27/2021,B.1.351,Beta,Chesapeake,Eastern,16,1,1
08/27/2021,P.1,Gamma,Three Rivers,Eastern,2,2,1
08/27/2021,B.1.1.7,Alpha,Chesterfield,Central,133,5,1
08/27/2021,P.1,Gamma,Mount Rogers,Southwest,3,0,0
08/27/2021,B.1.1.7,Alpha,Alexandria,Northern,46,1,0
08/27/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,59,2,0
08/27/2021,P.1,Gamma,Alleghany,Southwest,7,0,0
08/27/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
08/27/2021,B.1.617.2,Delta,Crater,Central,37,0,0
08/27/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,5,1,0
08/27/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
08/27/2021,B.1.617.2,Delta,Norfolk,Eastern,21,1,0
08/27/2021,B.1.351,Beta,New River,Southwest,1,0,0
