Report Date,Variant,Greek Letter Name,Health District,Region Name,Number of Infections,Number of Hospitalizations,Number of Deaths
08/27/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,8,0,0
08/27/2021,B.1.617.2,Delta,Piedmont,Central,20,2,1
08/27/2021,B.1.617.2,Delta,Eastern Shore,Eastern,16,1,1
08/27/2021,B.1.1.7,Alpha,Piedmont,Central,59,5,0
08/27/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,2,0,0
08/27/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
08/27/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
08/27/2021,B.1.351,Beta,Crater,Central,4,1,0
08/27/2021,B.1.1.7,Alpha,Chesapeake,Eastern,93,2,2
08/27/2021,B.1.617.2,Delta,Three Rivers,Eastern,29,0,0
08/27/2021,B.1.617.2,Delta,Rappahannock,Northwest,43,2,0
08/27/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
08/27/2021,B.1.617.2,Delta,West Piedmont,Southwest,27,2,0
08/27/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,40,3,0
08/27/2021,B.1.617.2,Delta,Lenowisco,Southwest,3,0,0
08/27/2021,B.1.351,Beta,Central Shenandoah,Northwest,1,0,0
08/27/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
08/27/2021,B.1.1.7,Alpha,Lenowisco,Southwest,21,2,0
08/27/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,44,3,0
08/27/2021,B.1.617.2,Delta,Chesapeake,Eastern,44,1,0
08/27/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
08/27/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
08/27/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,70,2,0
08/27/2021,P.1,Gamma,New River,Southwest,0,0,0
08/27/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,284,21,3
08/27/2021,P.1,Gamma,West Piedmont,Southwest,5,3,0
08/27/2021,B.1.617.2,Delta,Chesterfield,Central,76,0,0
08/27/2021,P.1,Gamma,Loudoun,Northern,13,0,0
08/27/2021,B.1.351,Beta,Arlington,Northern,0,0,0
08/27/2021,B.1.1.7,Alpha,Hampton,Eastern,40,0,0
08/27/2021,B.1.617.2,Delta,Henrico,Central,84,4,1
08/27/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
08/27/2021,B.1.1.7,Alpha,Prince William,Northern,107,2,1
08/27/2021,B.1.1.7,Alpha,Richmond,Central,69,6,1
08/27/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
08/27/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
08/27/2021,B.1.1.7,Alpha,Southside,Central,15,0,0
08/27/2021,P.1,Gamma,Richmond,Central,2,1,0
08/27/2021,B.1.1.7,Alpha,New River,Southwest,134,5,0
08/27/2021,B.1.351,Beta,Piedmont,Central,4,0,1
08/27/2021,P.1,Gamma,Virginia Beach,Eastern,10,1,0
08/27/2021,B.1.1.7,Alpha,Henrico,Central,125,4,3
08/27/2021,P.1,Gamma,Lord Fairfax,Northwest,4,1,0
08/27/2021,B.1.617.2,Delta,New River,Southwest,29,3,2
08/27/2021,P.1,Gamma,Blue Ridge,Northwest,20,1,0
08/27/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
08/27/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
08/27/2021,B.1.351,Beta,Prince William,Northern,3,1,0
08/27/2021,B.1.1.7,Alpha,Rappahannock,Northwest,110,7,3
08/27/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,272,23,3
08/27/2021,B.1.617.2,Delta,Virginia Beach,Eastern,68,0,0
08/27/2021,B.1.617.2,Delta,Portsmouth,Eastern,25,1,1
08/27/2021,B.1.617.2,Delta,Alexandria,Northern,36,1,0
08/27/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
08/27/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
08/27/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
08/27/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,91,2,1
08/27/2021,B.1.1.7,Alpha,Norfolk,Eastern,49,4,2
08/27/2021,B.1.1.7,Alpha,Roanoke,Southwest,47,8,1
08/27/2021,P.1,Gamma,Fairfax,Northern,11,1,0
08/27/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
08/27/2021,B.1.1.7,Alpha,Crater,Central,83,7,1
08/27/2021,B.1.1.7,Alpha,Chickahominy,Central,69,0,1
08/27/2021,B.1.617.2,Delta,Chickahominy,Central,34,1,0
08/27/2021,P.1,Gamma,Rappahannock,Northwest,3,0,0
08/27/2021,B.1.351,Beta,Henrico,Central,2,0,0
08/27/2021,B.1.617.2,Delta,Hampton,Eastern,26,1,0
08/27/2021,B.1.351,Beta,Chesterfield,Central,6,0,0
08/27/2021,P.1,Gamma,Arlington,Northern,3,0,0
08/27/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,77,1,1
08/27/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
08/27/2021,P.1,Gamma,Central Virginia,Southwest,5,0,0
08/27/2021,B.1.1.7,Alpha,Alleghany,Southwest,106,9,2
08/27/2021,B.1.617.2,Delta,Western Tidewater,Eastern,27,1,0
08/27/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
08/27/2021,P.1,Gamma,Piedmont,Central,1,0,0
08/27/2021,P.1,Gamma,Chesterfield,Central,3,0,0
08/27/2021,B.1.1.7,Alpha,Three Rivers,Eastern,29,2,0
08/27/2021,P.1,Gamma,Eastern Shore,Eastern,1,0,0
08/27/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,42,1,1
08/27/2021,P.1,Gamma,Norfolk,Eastern,6,0,0
08/27/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,120,8,3
08/27/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
08/27/2021,B.1.617.2,Delta,Mount Rogers,Southwest,35,3,0
08/27/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,16,1,0
08/27/2021,B.1.617.2,Delta,Blue Ridge,Northwest,114,3,0
08/27/2021,B.1.617.2,Delta,Fairfax,Northern,139,8,0
08/27/2021,B.1.1.7,Alpha,Peninsula,Eastern,115,5,3
09/03/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,20,2,0
09/03/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
09/03/2021,B.1.617.2,Delta,Norfolk,Eastern,45,4,2
09/03/2021,B.1.351,Beta,New River,Southwest,1,0,0
09/03/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,9,0,0
09/03/2021,B.1.617.2,Delta,Piedmont,Central,36,2,1
09/03/2021,B.1.617.2,Delta,Eastern Shore,Eastern,23,2,1
09/03/2021,B.1.1.7,Alpha,Piedmont,Central,59,5,0
09/03/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,2,0,0
09/03/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
09/03/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
09/03/2021,B.1.351,Beta,Crater,Central,4,1,0
09/03/2021,B.1.1.7,Alpha,Chesapeake,Eastern,93,2,2
09/03/2021,B.1.617.2,Delta,Three Rivers,Eastern,78,1,0
09/03/2021,B.1.617.2,Delta,Rappahannock,Northwest,92,6,1
09/03/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
09/03/2021,B.1.617.2,Delta,West Piedmont,Southwest,64,4,0
09/03/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,94,4,0
09/03/2021,B.1.617.2,Delta,Lenowisco,Southwest,11,0,0
09/03/2021,B.1.351,Beta,Central Shenandoah,Northwest,1,0,0
09/03/2021,B.1.617.2,Delta,Hampton,Eastern,53,1,0
09/03/2021,B.1.351,Beta,Chesterfield,Central,6,0,0
09/03/2021,P.1,Gamma,Arlington,Northern,3,0,0
09/03/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,76,1,1
09/03/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
09/03/2021,P.1,Gamma,Central Virginia,Southwest,5,0,0
09/03/2021,B.1.1.7,Alpha,Alleghany,Southwest,106,9,2
09/03/2021,B.1.617.2,Delta,Western Tidewater,Eastern,61,4,2
09/03/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
09/03/2021,P.1,Gamma,Piedmont,Central,1,0,0
09/03/2021,P.1,Gamma,Chesterfield,Central,4,0,0
09/03/2021,B.1.1.7,Alpha,Three Rivers,Eastern,29,2,0
09/03/2021,P.1,Gamma,Eastern Shore,Eastern,2,0,0
09/03/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,90,3,2
09/03/2021,P.1,Gamma,Norfolk,Eastern,6,0,0
09/03/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,122,8,3
09/03/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
09/03/2021,B.1.617.2,Delta,Mount Rogers,Southwest,127,12,1
09/03/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,34,2,1
09/03/2021,B.1.617.2,Delta,Blue Ridge,Northwest,190,7,0
09/03/2021,B.1.617.2,Delta,Fairfax,Northern,241,14,1
09/03/2021,B.1.617.2,Delta,Chickahominy,Central,61,4,2
09/03/2021,P.1,Gamma,Rappahannock,Northwest,3,0,0
09/03/2021,B.1.351,Beta,Henrico,Central,2,0,0
09/03/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,88,4,1
09/03/2021,B.1.617.2,Delta,Chesapeake,Eastern,90,1,0
09/03/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
09/03/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
09/03/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,70,2,0
09/03/2021,P.1,Gamma,New River,Southwest,0,0,0
09/03/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,289,21,3
09/03/2021,P.1,Gamma,West Piedmont,Southwest,5,3,0
09/03/2021,B.1.617.2,Delta,Chesterfield,Central,168,2,1
09/03/2021,P.1,Gamma,Loudoun,Northern,13,0,0
09/03/2021,B.1.351,Beta,Arlington,Northern,0,0,0
09/03/2021,B.1.1.7,Alpha,Hampton,Eastern,42,0,0
09/03/2021,B.1.617.2,Delta,Henrico,Central,171,5,1
09/03/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
09/03/2021,B.1.1.7,Alpha,Prince William,Northern,108,2,1
09/03/2021,B.1.1.7,Alpha,Richmond,Central,69,6,1
09/03/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
09/03/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
09/03/2021,B.1.1.7,Alpha,Southside,Central,16,0,0
09/03/2021,B.1.1.7,Alpha,Peninsula,Eastern,115,5,3
09/03/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,20,2,1
09/03/2021,P.1,Gamma,Hampton,Eastern,3,0,1
09/03/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
09/03/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
09/03/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
09/03/2021,P.1,Gamma,Chesapeake,Eastern,12,3,1
09/03/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,1,0,0
09/03/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
09/03/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
09/03/2021,B.1.617.2,Delta,Loudoun,Northern,106,8,0
09/03/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
09/03/2021,B.1.617.2,Delta,Richmond,Central,96,4,2
09/03/2021,B.1.351,Beta,Southside,Central,0,0,0
09/03/2021,P.1,Gamma,Prince William,Northern,7,0,0
09/03/2021,B.1.617.2,Delta,Peninsula,Eastern,93,2,1
09/03/2021,P.1,Gamma,Peninsula,Eastern,8,0,1
09/03/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
09/03/2021,B.1.351,Beta,Richmond,Central,2,0,0
09/03/2021,B.1.617.2,Delta,Prince William,Northern,116,2,0
09/03/2021,B.1.617.2,Delta,Central Virginia,Southwest,154,8,0
09/03/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
09/03/2021,B.1.1.7,Alpha,West Piedmont,Southwest,53,15,2
09/03/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
09/03/2021,B.1.1.7,Alpha,Lenowisco,Southwest,22,2,0
09/03/2021,B.1.617.2,Delta,Southside,Central,19,3,3
09/03/2021,P.1,Gamma,Southside,Central,1,0,0
09/03/2021,P.1,Gamma,Chickahominy,Central,0,0,0
09/03/2021,P.1,Gamma,Crater,Central,0,0,0
09/03/2021,B.1.1.7,Alpha,Fairfax,Northern,244,7,1
09/03/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,29,4,0
09/03/2021,B.1.1.7,Alpha,Arlington,Northern,77,3,0
09/03/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
09/03/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
09/03/2021,P.1,Gamma,Henrico,Central,6,1,0
09/03/2021,B.1.351,Beta,Blue Ridge,Northwest,4,0,0
09/03/2021,B.1.617.2,Delta,Arlington,Northern,50,0,0
09/03/2021,P.1,Gamma,Central Shenandoah,Northwest,2,0,0
09/03/2021,P.1,Gamma,Alexandria,Northern,2,0,0
09/03/2021,B.1.617.2,Delta,Alleghany,Southwest,142,7,2
09/03/2021,B.1.617.2,Delta,Roanoke,Southwest,93,9,4
09/03/2021,P.1,Gamma,Roanoke,Southwest,8,2,0
09/03/2021,B.1.351,Beta,Chesapeake,Eastern,16,1,1
09/03/2021,P.1,Gamma,Three Rivers,Eastern,3,2,1
09/03/2021,B.1.1.7,Alpha,Chesterfield,Central,133,5,1
09/03/2021,P.1,Gamma,Mount Rogers,Southwest,4,0,0
09/03/2021,B.1.1.7,Alpha,Alexandria,Northern,48,1,0
09/03/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,59,2,0
09/03/2021,P.1,Gamma,Alleghany,Southwest,7,0,0
09/03/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
09/03/2021,B.1.617.2,Delta,Crater,Central,73,2,0
09/03/2021,P.1,Gamma,Richmond,Central,2,1,0
09/03/2021,B.1.1.7,Alpha,New River,Southwest,135,5,0
09/03/2021,B.1.351,Beta,Piedmont,Central,4,0,1
09/03/2021,P.1,Gamma,Virginia Beach,Eastern,10,1,0
09/03/2021,B.1.1.7,Alpha,Henrico,Central,125,4,3
09/03/2021,P.1,Gamma,Lord Fairfax,Northwest,5,1,0
09/03/2021,B.1.617.2,Delta,New River,Southwest,70,7,2
09/03/2021,P.1,Gamma,Blue Ridge,Northwest,20,1,0
09/03/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
09/03/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
09/03/2021,B.1.351,Beta,Prince William,Northern,3,1,0
09/03/2021,B.1.1.7,Alpha,Rappahannock,Northwest,111,7,3
09/03/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,272,23,3
09/03/2021,B.1.617.2,Delta,Virginia Beach,Eastern,136,3,1
09/03/2021,B.1.617.2,Delta,Portsmouth,Eastern,46,1,1
09/03/2021,B.1.617.2,Delta,Alexandria,Northern,58,3,0
09/03/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
09/03/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
09/03/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
09/03/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,91,2,1
09/03/2021,B.1.1.7,Alpha,Norfolk,Eastern,49,4,2
09/03/2021,B.1.1.7,Alpha,Roanoke,Southwest,48,8,1
09/03/2021,P.1,Gamma,Fairfax,Northern,14,2,0
09/03/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
09/03/2021,B.1.1.7,Alpha,Crater,Central,83,7,1
09/03/2021,B.1.1.7,Alpha,Chickahominy,Central,71,0,1
09/10/2021,B.1.617.2,Delta,Hampton,Eastern,67,1,0
09/10/2021,B.1.351,Beta,Chesterfield,Central,7,0,0
09/10/2021,P.1,Gamma,Arlington,Northern,3,0,0
09/10/2021,B.1.1.7,Alpha,Virginia Beach,Eastern,76,1,1
09/10/2021,P.1,Gamma,Lenowisco,Southwest,2,1,1
09/10/2021,P.1,Gamma,Central Virginia,Southwest,5,0,0
09/10/2021,B.1.1.7,Alpha,Alleghany,Southwest,106,9,2
09/10/2021,B.1.617.2,Delta,Western Tidewater,Eastern,81,6,3
09/10/2021,B.1.351,Beta,Virginia Beach,Eastern,22,1,0
09/10/2021,P.1,Gamma,Piedmont,Central,1,0,0
09/10/2021,P.1,Gamma,Chesterfield,Central,4,0,0
09/10/2021,B.1.1.7,Alpha,Three Rivers,Eastern,29,2,0
09/10/2021,P.1,Gamma,Eastern Shore,Eastern,2,0,0
09/10/2021,B.1.617.2,Delta,Rappahannock Rapidan,Northwest,103,5,3
09/10/2021,P.1,Gamma,Norfolk,Eastern,6,0,0
09/10/2021,B.1.1.7,Alpha,Rappahannock Rapidan,Northwest,122,8,3
09/10/2021,B.1.351,Beta,Western Tidewater,Eastern,4,0,0
09/10/2021,B.1.617.2,Delta,Mount Rogers,Southwest,163,14,1
09/10/2021,B.1.617.2,Delta,Pittsylvania-Danville,Southwest,40,3,1
09/10/2021,B.1.617.2,Delta,Blue Ridge,Northwest,199,7,0
09/10/2021,B.1.617.2,Delta,Fairfax,Northern,296,15,1
09/10/2021,B.1.1.7,Alpha,Eastern Shore,Eastern,13,1,0
09/10/2021,B.1.1.7,Alpha,Lenowisco,Southwest,22,2,0
09/10/2021,B.1.617.2,Delta,Southside,Central,20,3,3
09/10/2021,P.1,Gamma,Southside,Central,1,0,0
09/10/2021,P.1,Gamma,Chickahominy,Central,0,0,0
09/10/2021,P.1,Gamma,Crater,Central,0,0,0
09/10/2021,B.1.1.7,Alpha,Fairfax,Northern,244,7,1
09/10/2021,B.1.1.7,Alpha,Cumberland Plateau,Southwest,29,4,0
09/10/2021,B.1.1.7,Alpha,Arlington,Northern,78,3,0
09/10/2021,B.1.351,Beta,Lenowisco,Southwest,2,1,1
09/10/2021,B.1.351,Beta,Rappahannock,Northwest,1,0,0
09/10/2021,P.1,Gamma,Henrico,Central,6,1,0
09/10/2021,B.1.351,Beta,Blue Ridge,Northwest,4,0,0
09/10/2021,B.1.617.2,Delta,Arlington,Northern,57,0,0
09/10/2021,P.1,Gamma,Central Shenandoah,Northwest,2,0,0
09/10/2021,P.1,Gamma,Alexandria,Northern,2,0,0
09/10/2021,B.1.617.2,Delta,Alleghany,Southwest,156,7,3
09/10/2021,B.1.617.2,Delta,Roanoke,Southwest,100,9,4
09/10/2021,P.1,Gamma,Roanoke,Southwest,8,2,0
09/10/2021,B.1.351,Beta,Chesapeake,Eastern,16,1,1
09/10/2021,P.1,Gamma,Three Rivers,Eastern,3,2,1
09/10/2021,B.1.1.7,Alpha,Chesterfield,Central,134,5,1
09/10/2021,P.1,Gamma,Mount Rogers,Southwest,5,0,0
09/10/2021,B.1.1.7,Alpha,Alexandria,Northern,48,1,0
09/10/2021,B.1.1.7,Alpha,Western Tidewater,Eastern,59,2,0
09/10/2021,P.1,Gamma,Alleghany,Southwest,7,0,0
09/10/2021,B.1.351,Beta,Alexandria,Northern,0,0,0
09/10/2021,B.1.617.2,Delta,Crater,Central,84,2,0
09/10/2021,P.1,Gamma,Richmond,Central,2,1,0
09/10/2021,B.1.1.7,Alpha,New River,Southwest,135,5,0
09/10/2021,B.1.351,Beta,Piedmont,Central,5,0,1
09/10/2021,P.1,Gamma,Virginia Beach,Eastern,10,1,0
09/10/2021,B.1.1.7,Alpha,Henrico,Central,125,4,3
09/10/2021,P.1,Gamma,Lord Fairfax,Northwest,6,1,0
09/10/2021,B.1.617.2,Delta,New River,Southwest,82,7,2
09/10/2021,P.1,Gamma,Blue Ridge,Northwest,20,1,0
09/10/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
09/10/2021,P.1,Gamma,Western Tidewater,Eastern,1,0,0
09/10/2021,B.1.351,Beta,Prince William,Northern,3,1,0
09/10/2021,B.1.1.7,Alpha,Rappahannock,Northwest,111,7,3
09/10/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,272,23,3
09/10/2021,B.1.617.2,Delta,Virginia Beach,Eastern,188,4,1
09/10/2021,B.1.617.2,Delta,Portsmouth,Eastern,53,1,1
09/10/2021,B.1.617.2,Delta,Alexandria,Northern,60,3,0
09/10/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
09/10/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
09/10/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
09/10/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,91,2,1
09/10/2021,B.1.1.7,Alpha,Norfolk,Eastern,49,4,2
09/10/2021,B.1.1.7,Alpha,Roanoke,Southwest,48,8,1
09/10/2021,P.1,Gamma,Fairfax,Northern,14,2,0
09/10/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
09/10/2021,B.1.1.7,Alpha,Crater,Central,83,7,1
09/10/2021,B.1.1.7,Alpha,Chickahominy,Central,71,0,1
09/10/2021,B.1.1.7,Alpha,Peninsula,Eastern,115,5,3
09/10/2021,B.1.1.7,Alpha,Pittsylvania-Danville,Southwest,20,2,1
09/10/2021,P.1,Gamma,Hampton,Eastern,3,0,1
09/10/2021,B.1.351,Beta,Cumberland Plateau,Southwest,0,0,0
09/10/2021,B.1.351,Beta,Fairfax,Northern,7,0,0
09/10/2021,B.1.351,Beta,Roanoke,Southwest,0,0,0
09/10/2021,P.1,Gamma,Chesapeake,Eastern,12,3,1
09/10/2021,P.1,Gamma,Pittsylvania-Danville,Southwest,1,0,0
09/10/2021,B.1.351,Beta,Norfolk,Eastern,7,1,0
09/10/2021,B.1.351,Beta,Portsmouth,Eastern,12,3,0
09/10/2021,B.1.617.2,Delta,Loudoun,Northern,112,8,0
09/10/2021,B.1.351,Beta,Hampton,Eastern,8,2,0
09/10/2021,B.1.617.2,Delta,Richmond,Central,105,5,2
09/10/2021,B.1.351,Beta,Southside,Central,0,0,0
09/10/2021,P.1,Gamma,Prince William,Northern,7,0,0
09/10/2021,B.1.617.2,Delta,Peninsula,Eastern,135,2,1
09/10/2021,P.1,Gamma,Peninsula,Eastern,8,0,1
09/10/2021,B.1.351,Beta,Central Virginia,Southwest,3,0,0
09/10/2021,B.1.351,Beta,Richmond,Central,2,0,0
09/10/2021,B.1.617.2,Delta,Prince William,Northern,164,2,0
09/10/2021,B.1.617.2,Delta,Central Virginia,Southwest,199,9,0
09/10/2021,B.1.351,Beta,Lord Fairfax,Northwest,1,0,0
09/10/2021,B.1.1.7,Alpha,West Piedmont,Southwest,53,15,2
09/10/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,23,2,0
09/10/2021,B.1.351,Beta,Pittsylvania-Danville,Southwest,1,0,0
09/10/2021,B.1.617.2,Delta,Norfolk,Eastern,71,4,2
09/10/2021,B.1.351,Beta,New River,Southwest,1,0,0
09/10/2021,P.1,Gamma,Rappahannock Rapidan,Northwest,9,0,0
09/10/2021,B.1.617.2,Delta,Piedmont,Central,40,2,1
09/10/2021,B.1.617.2,Delta,Eastern Shore,Eastern,37,3,2
09/10/2021,B.1.1.7,Alpha,Piedmont,Central,59,5,0
09/10/2021,B.1.351,Beta,Rappahannock Rapidan,Northwest,2,0,0
09/10/2021,B.1.351,Beta,West Piedmont,Southwest,0,0,0
09/10/2021,B.1.351,Beta,Chickahominy,Central,2,0,0
09/10/2021,B.1.351,Beta,Crater,Central,4,1,0
09/10/2021,B.1.1.7,Alpha,Chesapeake,Eastern,93,2,2
09/10/2021,B.1.617.2,Delta,Three Rivers,Eastern,89,1,1
09/10/2021,B.1.617.2,Delta,Rappahannock,Northwest,126,8,1
09/10/2021,B.1.1.7,Alpha,Portsmouth,Eastern,47,2,1
09/10/2021,B.1.617.2,Delta,West Piedmont,Southwest,102,8,2
09/10/2021,B.1.617.2,Delta,Lord Fairfax,Northwest,144,7,0
09/10/2021,B.1.617.2,Delta,Lenowisco,Southwest,12,0,0
09/10/2021,B.1.351,Beta,Central Shenandoah,Northwest,1,0,0
09/10/2021,B.1.617.2,Delta,Chickahominy,Central,66,4,2
09/10/2021,P.1,Gamma,Rappahannock,Northwest,3,0,0
09/10/2021,B.1.351,Beta,Henrico,Central,2,0,0
09/10/2021,B.1.617.2,Delta,Central Shenandoah,Northwest,100,4,1
09/10/2021,B.1.617.2,Delta,Chesapeake,Eastern,108,1,0
09/10/2021,B.1.351,Beta,Peninsula,Eastern,4,0,0
09/10/2021,P.1,Gamma,Portsmouth,Eastern,5,1,0
09/10/2021,B.1.1.7,Alpha,Lord Fairfax,Northwest,70,2,0
09/10/2021,P.1,Gamma,New River,Southwest,0,0,0
09/10/2021,B.1.1.7,Alpha,Blue Ridge,Northwest,290,21,3
09/10/2021,P.1,Gamma,West Piedmont,Southwest,5,3,0
09/10/2021,B.1.617.2,Delta,Chesterfield,Central,208,3,2
09/10/2021,P.1,Gamma,Loudoun,Northern,13,0,0
09/10/2021,B.1.351,Beta,Arlington,Northern,0,0,0
09/10/2021,B.1.1.7,Alpha,Hampton,Eastern,42,0,0
09/10/2021,B.1.617.2,Delta,Henrico,Central,182,5,1
09/10/2021,B.1.1.7,Alpha,Loudoun,Northern,103,2,1
09/10/2021,B.1.1.7,Alpha,Prince William,Northern,108,2,1
09/10/2021,B.1.1.7,Alpha,Richmond,Central,69,6,1
09/10/2021,B.1.351,Beta,Alleghany,Southwest,0,0,0
09/10/2021,B.1.351,Beta,Loudoun,Northern,3,0,0
09/10/2021,B.1.1.7,Alpha,Southside,Central,16,0,0
09/17/2021,P.1,Gamma,Richmond,Central,2,1,0
09/17/2021,B.1.1.7,Alpha,New River,Southwest,135,5,0
09/17/2021,B.1.351,Beta,Piedmont,Central,4,0,1
09/17/2021,P.1,Gamma,Virginia Beach,Eastern,10,1,0
09/17/2021,B.1.1.7,Alpha,Henrico,Central,125,4,3
09/17/2021,P.1,Gamma,Lord Fairfax,Northwest,6,1,0
09/17/2021,B.1.617.2,Delta,New River,Southwest,92,8,2
09/17/2021,P.1,Gamma,Blue Ridge,Northwest,20,1,0
09/17/2021,B.1.1.7,Alpha,Central Virginia,Southwest,128,8,4
09/17/2021,P.1,Gamma,Western Tidewater,Eastern,3,0,0
09/17/2021,B.1.351,Beta,Prince William,Northern,3,1,0
09/17/2021,B.1.1.7,Alpha,Rappahannock,Northwest,111,7,3
09/17/2021,B.1.1.7,Alpha,Mount Rogers,Southwest,272,23,3
09/17/2021,B.1.617.2,Delta,Virginia Beach,Eastern,227,5,2
09/17/2021,B.1.617.2,Delta,Portsmouth,Eastern,64,1,1
09/17/2021,B.1.617.2,Delta,Alexandria,Northern,64,4,0
09/17/2021,B.1.351,Beta,Eastern Shore,Eastern,2,0,0
09/17/2021,B.1.351,Beta,Three Rivers,Eastern,1,0,0
09/17/2021,B.1.351,Beta,Mount Rogers,Southwest,1,0,0
09/17/2021,B.1.1.7,Alpha,Central Shenandoah,Northwest,91,2,1
09/17/2021,B.1.1.7,Alpha,Norfolk,Eastern,49,4,2
09/17/2021,B.1.1.7,Alpha,Roanoke,Southwest,49,8,1
09/17/2021,P.1,Gamma,Fairfax,Northern,14,2,0
09/17/2021,P.1,Gamma,Cumberland Plateau,Southwest,0,0,0
09/17/2021,B.1.1.7,Alpha,Southside,Central,16,0,0
09/17/2021,B.1.617.2,Delta,Cumberland Plateau,Southwest,30,3,0
